STA_NM_ANFR,Lat,Long,COM_CD_INSEE,ADM_LB_NOM,ALT_BASE,ALT_SOMMET,r_2G,r_3G,r_4G
0752751466,48.87305555555555,2.4122222222222223,75120,BOUYGUES TELECOM,4.1,6.0,oui,oui,non
0752751468,48.84138888888889,2.2530555555555556,75116,BOUYGUES TELECOM,23.4,35.0,oui,oui,oui
0752751470,48.876111111111115,2.299722222222222,75108,BOUYGUES TELECOM,25.0,30.0,oui,non,oui
0752751471,48.852222222222224,2.254722222222222,75116,BOUYGUES TELECOM,28.1,34.0,oui,oui,oui
0752751484,48.88027777777778,2.3744444444444444,75119,BOUYGUES TELECOM,-9.1,1.0,oui,non,non
0752751485,48.85861111111111,2.274722222222222,75116,BOUYGUES TELECOM,30.0,31.0,oui,oui,oui
0752751498,48.86027777777778,2.291111111111111,75116,BOUYGUES TELECOM,3.7,6.0,non,oui,oui
0752751502,48.87861111111111,2.2802777777777776,75117,BOUYGUES TELECOM,4.3,7.0,oui,oui,non
0752751506,48.84055555555556,2.2536111111111112,75116,BOUYGUES TELECOM,3.7,7.0,oui,oui,oui
0752751519,48.86472222222223,2.3119444444444444,75108,BOUYGUES TELECOM,3.0,6.8,non,oui,non
0752751520,48.88972222222222,2.3963888888888887,75119,BOUYGUES TELECOM,5.6,16.0,oui,oui,non
0752751528,48.87277777777778,2.3049999999999997,75108,BOUYGUES TELECOM,8.0,38.0,non,oui,non
0752751530,48.878055555555555,2.324722222222222,75108,BOUYGUES TELECOM,2.5,15.0,non,oui,oui
0752751594,48.836111111111116,2.332222222222222,75114,BOUYGUES TELECOM,25.9,30.0,oui,oui,oui
0752751595,48.86055555555556,2.3208333333333333,75107,BOUYGUES TELECOM,3.0,36.5,non,oui,non
0752751602,48.86,2.3738888888888887,75111,BOUYGUES TELECOM,20.8,23.0,oui,oui,oui
0752751605,48.825,2.3255555555555554,75114,BOUYGUES TELECOM,39.6,40.9,oui,oui,oui
0752751606,48.84111111111111,2.268333333333333,75116,BOUYGUES TELECOM,32.2,33.5,oui,oui,oui
0752751610,48.83527777777778,2.440277777777778,75112,BOUYGUES TELECOM,19.1,20.6,oui,oui,oui
0752751611,48.861666666666665,2.3033333333333332,75107,BOUYGUES TELECOM,43.0,50.0,oui,oui,oui
0752751614,48.849444444444444,2.35,75105,BOUYGUES TELECOM,27.8,29.5,oui,oui,oui
0752751617,48.82638888888889,2.3583333333333334,75113,BOUYGUES TELECOM,22.3,23.6,oui,oui,oui
0752751623,48.8525,2.345,75105,BOUYGUES TELECOM,7.9,18.0,oui,oui,oui
0752751626,48.885555555555555,2.324722222222222,75117,BOUYGUES TELECOM,29.9,30.5,oui,oui,oui
0752751627,48.85166666666667,2.336666666666667,75106,BOUYGUES TELECOM,23.5,25.8,oui,oui,non
0752751629,48.84277777777778,2.2844444444444445,75115,BOUYGUES TELECOM,30.4,31.0,oui,oui,oui
0752751630,48.87,2.3225,75108,BOUYGUES TELECOM,24.0,26.2,oui,oui,oui
0752751631,48.82666666666667,2.3336111111111113,75114,BOUYGUES TELECOM,25.1,26.0,oui,oui,oui
0752751632,48.84,2.3030555555555554,75115,BOUYGUES TELECOM,30.6,31.6,oui,oui,non
0752751633,48.868611111111115,2.3497222222222223,75102,BOUYGUES TELECOM,31.5,32.5,oui,oui,oui
0752751636,48.876666666666665,2.288333333333333,75117,BOUYGUES TELECOM,33.4,37.0,oui,oui,oui
0752751638,48.873333333333335,2.3169444444444443,75108,BOUYGUES TELECOM,33.6,35.6,oui,oui,oui
0752751639,48.86472222222223,2.2880555555555553,75116,BOUYGUES TELECOM,24.6,37.0,oui,oui,oui
0752751642,48.844166666666666,2.3744444444444444,75112,BOUYGUES TELECOM,2.5,10.7,non,oui,oui
0752751643,48.879444444444445,2.283611111111111,75117,BOUYGUES TELECOM,2.5,60.0,non,oui,non
0752751645,48.84111111111111,2.3205555555555555,75115,BOUYGUES TELECOM,3.5,20.0,non,oui,oui
0752751646,48.83416666666667,2.3458333333333337,75113,BOUYGUES TELECOM,29.8,34.0,oui,oui,oui
0752751650,48.85611111111111,2.2569444444444446,75116,BOUYGUES TELECOM,3.0,8.0,non,oui,non
0752751651,48.85194444444445,2.252222222222222,75116,BOUYGUES TELECOM,5.1,8.0,oui,oui,oui
0752751652,48.86361111111111,2.266111111111111,75116,BOUYGUES TELECOM,4.2,9.0,oui,oui,oui
0752751653,48.83166666666667,2.404444444444444,75112,BOUYGUES TELECOM,4.2,7.0,oui,oui,oui
0752751654,48.848333333333336,2.3630555555555555,75104,BOUYGUES TELECOM,2.7,4.0,non,oui,non
0752751655,48.874722222222225,2.328611111111111,75109,BOUYGUES TELECOM,0.0,8.0,non,oui,non
0752751656,48.847500000000004,2.303888888888889,75115,BOUYGUES TELECOM,33.2,35.6,oui,oui,oui
0752751660,48.84277777777778,2.3930555555555557,75112,BOUYGUES TELECOM,46.6,47.7,oui,oui,oui
0752751661,48.865,2.3744444444444444,75111,BOUYGUES TELECOM,26.7,28.0,oui,oui,oui
0752751665,48.89944444444444,2.3786111111111112,75119,BOUYGUES TELECOM,2.3,31.0,non,oui,non
0752751666,48.8725,2.3277777777777775,75109,BOUYGUES TELECOM,29.1,31.0,oui,oui,oui
0752751667,48.88166666666667,2.326944444444444,75108,BOUYGUES TELECOM,29.5,31.0,oui,oui,non
0752751674,48.87083333333334,2.302222222222222,75108,BOUYGUES TELECOM,28.3,29.7,non,oui,non
0752751675,48.87722222222222,2.359166666666667,75110,BOUYGUES TELECOM,5.0,30.0,non,oui,oui
0752751677,48.87166666666667,2.2983333333333333,75108,BOUYGUES TELECOM,9.8,21.0,oui,oui,non
0752751679,48.84027777777778,2.3027777777777776,75115,BOUYGUES TELECOM,23.5,27.5,oui,oui,oui
0752751684,48.83166666666667,2.3394444444444447,75114,BOUYGUES TELECOM,45.0,71.0,non,oui,oui
0752751690,48.87027777777778,2.335,75102,BOUYGUES TELECOM,31.8,33.9,oui,oui,oui
0752751691,48.84277777777778,2.258888888888889,75116,BOUYGUES TELECOM,27.9,29.0,oui,oui,oui
0752751693,48.844166666666666,2.3291666666666666,75106,BOUYGUES TELECOM,27.3,28.0,oui,oui,oui
0752751694,48.86416666666667,2.332222222222222,75101,BOUYGUES TELECOM,29.2,39.9,oui,oui,oui
0752751696,48.870555555555555,2.3294444444444444,75109,BOUYGUES TELECOM,32.7,32.7,oui,oui,oui
0752751698,48.843611111111116,2.321944444444444,75115,BOUYGUES TELECOM,33.3,34.7,non,oui,oui
0752751699,48.86555555555556,2.3422222222222224,75102,BOUYGUES TELECOM,25.8,27.0,oui,oui,oui
0752751700,48.848888888888894,2.2733333333333334,75116,BOUYGUES TELECOM,34.3,36.0,oui,oui,oui
0752751712,48.88527777777778,2.3397222222222225,75118,BOUYGUES TELECOM,4.7,20.0,oui,oui,oui
0752751717,48.87361111111111,2.326388888888889,75109,BOUYGUES TELECOM,3.6,26.0,oui,oui,oui
0752751721,48.862500000000004,2.3475,75101,BOUYGUES TELECOM,2.5,30.0,non,oui,non
0752751722,48.861666666666665,2.3469444444444445,75101,BOUYGUES TELECOM,2.5,40.0,non,oui,non
0752751723,48.861666666666665,2.278611111111111,75116,BOUYGUES TELECOM,26.4,28.0,oui,oui,oui
0752751724,48.87555555555556,2.295,75117,BOUYGUES TELECOM,23.0,28.8,oui,oui,oui
0752751725,48.840833333333336,2.3608333333333333,75105,BOUYGUES TELECOM,37.1,37.8,oui,oui,oui
0752751726,48.841944444444444,2.3,75115,BOUYGUES TELECOM,26.5,28.2,oui,oui,oui
0752751735,48.869166666666665,2.3336111111111113,75102,BOUYGUES TELECOM,23.5,30.0,oui,oui,non
0752751736,48.848333333333336,2.4030555555555555,75120,BOUYGUES TELECOM,35.5,39.0,oui,oui,oui
0752751737,48.868611111111115,2.322222222222222,75108,BOUYGUES TELECOM,32.7,36.0,oui,oui,oui
0752751738,48.83861111111111,2.3786111111111112,75112,BOUYGUES TELECOM,3.0,33.0,non,oui,oui
0752751788,48.868611111111115,2.3805555555555555,75111,BOUYGUES TELECOM,3.9,31.1,oui,oui,non
0752751836,48.86388888888889,2.3605555555555555,75103,BOUYGUES TELECOM,24.7,29.9,oui,oui,oui
0752751852,48.88,2.3583333333333334,75110,BOUYGUES TELECOM,-7.7,0.0,oui,oui,non
0752751853,48.867222222222225,2.3216666666666663,75108,BOUYGUES TELECOM,22.6,26.0,oui,oui,non
0752751888,48.842222222222226,2.2725,75115,BOUYGUES TELECOM,3.2,11.0,oui,oui,non
0752751889,48.84138888888889,2.3213888888888885,75115,BOUYGUES TELECOM,4.2,6.0,oui,oui,oui
0752751902,48.84305555555556,2.3230555555555554,75115,BOUYGUES TELECOM,3.4,10.1,oui,oui,oui
0752751963,48.87166666666667,2.3066666666666666,75108,BOUYGUES TELECOM,28.6,29.5,oui,oui,oui
0752751964,48.88722222222222,2.3116666666666665,75117,BOUYGUES TELECOM,32.4,35.4,non,oui,oui
0752751965,48.831944444444446,2.3211111111111107,75114,BOUYGUES TELECOM,25.5,28.4,oui,oui,oui
0752751966,48.87,2.2966666666666664,75116,BOUYGUES TELECOM,25.1,29.3,oui,oui,oui
0752751967,48.873333333333335,2.3530555555555557,75110,BOUYGUES TELECOM,25.1,26.4,oui,oui,oui
0752751968,48.85194444444445,2.269722222222222,75116,BOUYGUES TELECOM,30.8,31.0,oui,oui,oui
0752751969,48.87361111111111,2.2852777777777775,75116,BOUYGUES TELECOM,32.8,36.0,oui,oui,oui
0752751972,48.88,2.341111111111111,75109,BOUYGUES TELECOM,28.4,29.4,non,oui,oui
0752751976,48.88055555555555,2.3658333333333332,75110,BOUYGUES TELECOM,29.0,30.0,oui,oui,oui
0752751977,48.87361111111111,2.3372222222222225,75109,BOUYGUES TELECOM,2.3,45.0,non,oui,oui
0752751978,48.84638888888889,2.3766666666666665,75112,BOUYGUES TELECOM,27.2,28.3,oui,oui,oui
0752751979,48.85194444444445,2.277222222222222,75116,BOUYGUES TELECOM,30.4,31.7,oui,oui,oui
0752751980,48.83222222222223,2.3777777777777778,75113,BOUYGUES TELECOM,32.1,33.4,oui,oui,oui
0752751982,48.87583333333333,2.289722222222222,75116,BOUYGUES TELECOM,-1.5,1.0,oui,oui,oui
0752751984,48.88111111111111,2.3519444444444444,75110,BOUYGUES TELECOM,24.0,24.0,oui,oui,oui
0752751985,48.87638888888889,2.334166666666667,75109,BOUYGUES TELECOM,2.6,33.0,oui,oui,non
0752751986,48.84388888888889,2.372777777777778,75112,BOUYGUES TELECOM,52.0,55.4,oui,non,non
0752751988,48.873333333333335,2.2969444444444442,75108,BOUYGUES TELECOM,-17.8,0.0,oui,oui,oui
0752751989,48.87222222222222,2.329722222222222,75109,BOUYGUES TELECOM,-52.0,0.0,oui,oui,oui
0752751990,48.845555555555556,2.3016666666666663,75115,BOUYGUES TELECOM,39.6,42.0,oui,oui,oui
0752751994,48.85722222222223,2.3925,75111,BOUYGUES TELECOM,28.8,30.1,oui,oui,oui
0752751995,48.842222222222226,2.2755555555555556,75115,BOUYGUES TELECOM,21.4,22.8,oui,oui,oui
0752751996,48.85111111111111,2.3805555555555555,75111,BOUYGUES TELECOM,6.5,16.0,oui,oui,oui
0752751998,48.85861111111111,2.302222222222222,75107,BOUYGUES TELECOM,5.5,26.0,oui,oui,oui
0752752001,48.83277777777778,2.3313888888888887,75114,BOUYGUES TELECOM,4.8,15.0,oui,non,non
0752752003,48.85527777777778,2.3608333333333333,75104,BOUYGUES TELECOM,-3.5,0.0,oui,oui,oui
0752752004,48.869166666666665,2.3024999999999998,75108,BOUYGUES TELECOM,2.1,30.0,oui,oui,non
0752752005,48.88638888888889,2.3405555555555555,75118,BOUYGUES TELECOM,6.3,16.0,oui,oui,oui
0752752006,48.884166666666665,2.285833333333333,75117,BOUYGUES TELECOM,5.0,7.1,oui,oui,oui
0752752007,48.871944444444445,2.2736111111111112,75116,BOUYGUES TELECOM,4.4,7.0,oui,oui,oui
0752752008,48.870555555555555,2.324444444444444,75108,BOUYGUES TELECOM,3.5,3.5,oui,oui,non
0752752009,48.86138888888889,2.319444444444444,75107,BOUYGUES TELECOM,3.0,20.0,oui,oui,oui
0752752013,48.84861111111111,2.2824999999999998,75115,BOUYGUES TELECOM,2.3,20.8,non,non,oui
0752752015,48.86694444444444,2.292222222222222,75116,BOUYGUES TELECOM,8.9,26.4,oui,oui,oui
0752752016,48.84305555555556,2.2555555555555555,75116,BOUYGUES TELECOM,29.1,30.1,oui,oui,oui
0752752018,48.86611111111111,2.305833333333333,75108,BOUYGUES TELECOM,30.5,38.0,oui,non,non
0752752020,48.84777777777778,2.3844444444444446,75112,BOUYGUES TELECOM,38.0,39.0,oui,oui,oui
0752752022,48.8425,2.3730555555555557,75112,BOUYGUES TELECOM,56.2,56.2,non,oui,oui
0752752023,48.87277777777778,2.385,75120,BOUYGUES TELECOM,37.8,40.3,oui,oui,oui
0752752027,48.87361111111111,2.3372222222222225,75109,BOUYGUES TELECOM,39.5,43.1,oui,oui,oui
0752752028,48.85666666666667,2.3274999999999997,75107,BOUYGUES TELECOM,30.0,31.0,oui,oui,oui
0752752032,48.841944444444444,2.325833333333333,75114,BOUYGUES TELECOM,30.0,31.4,oui,oui,oui
0752752040,48.83416666666667,2.3238888888888884,75114,BOUYGUES TELECOM,31.3,32.0,oui,oui,oui
0752752041,48.86555555555556,2.3505555555555557,75102,BOUYGUES TELECOM,9.7,25.0,oui,oui,oui
0752752044,48.84861111111111,2.281388888888889,75115,BOUYGUES TELECOM,2.3,114.3,non,non,oui
0752752045,48.86833333333333,2.2841666666666667,75116,BOUYGUES TELECOM,30.4,33.0,oui,oui,oui
0752752046,48.876111111111115,2.3299999999999996,75109,BOUYGUES TELECOM,34.7,35.7,oui,oui,oui
0752752048,48.87166666666667,2.3033333333333332,75108,BOUYGUES TELECOM,39.1,39.3,non,non,oui
0752752052,48.85277777777778,2.3377777777777777,75106,BOUYGUES TELECOM,6.7,28.6,oui,oui,oui
0752752061,48.849722222222226,2.3630555555555555,75104,BOUYGUES TELECOM,32.0,50.0,oui,oui,oui
0752752063,48.878055555555555,2.3225,75108,BOUYGUES TELECOM,33.5,34.5,oui,oui,oui
0752752065,48.86277777777778,2.3833333333333333,75111,BOUYGUES TELECOM,25.9,27.4,oui,oui,oui
0752752067,48.85638888888889,2.2808333333333333,75116,BOUYGUES TELECOM,28.9,30.0,oui,oui,oui
0752752070,48.846111111111114,2.319444444444444,75106,BOUYGUES TELECOM,9.2,20.0,oui,non,oui
0752752071,48.85166666666667,2.3577777777777778,75104,BOUYGUES TELECOM,24.9,25.5,oui,oui,oui
0752752072,48.85472222222222,2.395277777777778,75111,BOUYGUES TELECOM,24.0,25.0,oui,oui,oui
0752752073,48.89944444444444,2.3736111111111113,75119,BOUYGUES TELECOM,29.3,31.0,oui,oui,oui
0752752074,48.87083333333334,2.361388888888889,75110,BOUYGUES TELECOM,23.9,24.9,oui,oui,oui
0752752075,48.86416666666667,2.3897222222222223,75120,BOUYGUES TELECOM,36.3,37.9,oui,oui,oui
0752752076,48.85166666666667,2.3786111111111112,75111,BOUYGUES TELECOM,25.4,26.7,oui,oui,oui
0752752079,48.885,2.3055555555555554,75117,BOUYGUES TELECOM,29.0,30.0,oui,oui,oui
0752752080,48.836666666666666,2.3733333333333335,75113,BOUYGUES TELECOM,32.3,33.8,oui,oui,oui
0752752081,48.86472222222223,2.406388888888889,75120,BOUYGUES TELECOM,31.8,32.8,oui,oui,oui
0752752083,48.845,2.293611111111111,75115,BOUYGUES TELECOM,38.2,40.2,oui,oui,oui
0752752084,48.88972222222222,2.3858333333333333,75119,BOUYGUES TELECOM,25.4,26.4,oui,oui,oui
0752752087,48.86277777777778,2.2827777777777776,75116,BOUYGUES TELECOM,33.0,34.0,oui,oui,oui
0752752088,48.870555555555555,2.279166666666667,75116,BOUYGUES TELECOM,3.0,43.5,oui,oui,oui
0752752089,48.86555555555556,2.252222222222222,75116,BOUYGUES TELECOM,10.0,13.9,non,oui,oui
0752752097,48.882777777777775,2.322222222222222,75117,BOUYGUES TELECOM,35.1,36.0,oui,oui,oui
0752752099,48.89555555555555,2.3880555555555554,75119,BOUYGUES TELECOM,4.0,47.0,oui,non,oui
0752752115,48.83638888888889,2.319444444444444,75114,BOUYGUES TELECOM,23.2,24.3,oui,oui,oui
0752752120,48.84805555555556,2.2894444444444444,75115,BOUYGUES TELECOM,28.1,30.0,oui,oui,oui
0752752121,48.88111111111111,2.3097222222222222,75117,BOUYGUES TELECOM,30.3,32.9,oui,oui,oui
