STA_NM_ANFR,Lat,Long,COM_CD_INSEE,ADM_LB_NOM,ALT_BASE,ALT_SOMMET,r_2G,r_3G,r_4G
0752700101,48.855555555555554,2.292777777777778,75115,SFR,37.9,43.5,oui,oui,oui
0752700102,48.83916666666667,2.279166666666667,75115,SFR,26.2,27.9,oui,oui,oui
0752700103,48.84388888888889,2.276944444444444,75115,SFR,42.3,50.4,oui,oui,oui
0752700105,48.86472222222223,2.330833333333333,75101,SFR,31.3,31.3,oui,oui,oui
0752700106,48.868611111111115,2.322222222222222,75108,SFR,31.3,36.0,oui,oui,oui
0752700107,48.88611111111111,2.293611111111111,75117,SFR,33.0,37.0,oui,oui,oui
0752700108,48.89694444444444,2.3213888888888885,75117,SFR,34.3,39.3,oui,oui,oui
0752700109,48.8975,2.338611111111111,75118,SFR,36.7,46.0,oui,oui,oui
0752700110,48.85666666666667,2.324722222222222,75107,SFR,22.0,25.0,oui,oui,oui
0752700111,48.864444444444445,2.374722222222222,75111,SFR,26.5,28.0,oui,oui,oui
0752700112,48.885555555555555,2.359166666666667,75118,SFR,33.0,35.7,oui,oui,oui
0752700113,48.87777777777778,2.3919444444444444,75119,SFR,31.0,34.5,oui,oui,oui
0752700114,48.863055555555555,2.3994444444444443,75120,SFR,30.0,30.5,oui,oui,oui
0752700115,48.87638888888889,2.348055555555556,75109,SFR,33.8,39.0,oui,oui,oui
0752700116,48.89888888888889,2.3694444444444445,75118,SFR,22.2,25.0,oui,oui,oui
0752700117,48.88861111111111,2.3930555555555557,75119,SFR,34.1,35.0,oui,oui,oui
0752700118,48.89333333333333,2.3805555555555555,75119,SFR,34.2,39.0,oui,oui,oui
0752700119,48.86,2.3713888888888888,75111,SFR,30.6,32.0,oui,oui,oui
0752700120,48.82638888888889,2.352777777777778,75113,SFR,34.4,36.0,oui,oui,oui
0752700121,48.84777777777778,2.4091666666666667,75120,SFR,32.4,33.2,oui,oui,oui
0752700122,48.86694444444444,2.3508333333333336,75102,SFR,28.1,34.5,oui,oui,non
0752700123,48.88138888888889,2.3466666666666667,75109,SFR,31.6,32.0,oui,oui,oui
0752700125,48.87861111111111,2.2802777777777776,75117,SFR,5.0,7.0,oui,oui,non
0752700126,48.87083333333334,2.3113888888888887,75108,SFR,12.5,20.9,oui,oui,non
0752700127,48.87694444444445,2.2963888888888886,75117,SFR,31.3,36.0,oui,oui,oui
0752700128,48.83861111111111,2.2580555555555555,75116,SFR,33.3,37.0,oui,oui,oui
0752700129,48.84805555555556,2.261111111111111,75116,SFR,30.0,33.0,oui,oui,oui
0752700130,48.86027777777778,2.274722222222222,75116,SFR,33.2,34.2,oui,oui,oui
0752700131,48.823888888888895,2.368333333333333,75113,SFR,40.7,45.5,oui,oui,oui
0752700132,48.844722222222224,2.3991666666666664,75112,SFR,33.5,40.0,oui,oui,oui
0752700133,48.88666666666666,2.3444444444444446,75118,SFR,9.0,23.0,oui,oui,non
0752700135,48.87583333333333,2.2824999999999998,75116,SFR,30.9,44.0,oui,oui,oui
0752700136,48.88111111111111,2.295,75117,SFR,29.0,32.0,oui,oui,oui
0752700137,48.839444444444446,2.3597222222222225,75105,SFR,10.0,27.0,oui,non,non
0752700139,48.868611111111115,2.323611111111111,75108,SFR,9.0,31.0,oui,non,non
0752700140,48.88666666666666,2.2975,75117,SFR,8.1,17.0,oui,oui,non
0752700141,48.86638888888889,2.279722222222222,75116,SFR,33.3,34.3,oui,oui,oui
0752700142,48.87277777777778,2.3024999999999998,75108,SFR,27.7,30.0,oui,oui,non
0752700144,48.88583333333333,2.3505555555555557,75118,SFR,24.4,29.3,oui,oui,oui
0752700145,48.901111111111106,2.341388888888889,75118,SFR,4.3,7.1,oui,oui,non
0752700146,48.874722222222225,2.371111111111111,75110,SFR,33.0,35.6,oui,oui,oui
0752700147,48.870555555555555,2.313055555555555,75108,SFR,10.1,23.6,oui,oui,non
0752700148,48.8725,2.328888888888889,75109,SFR,10.3,25.4,oui,oui,non
0752700149,48.848333333333336,2.3313888888888887,75106,SFR,10.5,18.5,oui,oui,non
0752700150,48.87416666666667,2.3583333333333334,75110,SFR,8.9,23.0,oui,oui,oui
0752700151,48.81777777777778,2.456388888888889,75112,SFR,6.7,9.3,oui,oui,oui
0752700152,48.859722222222224,2.2855555555555553,75116,SFR,33.3,38.6,oui,oui,oui
0752700153,48.86472222222223,2.2880555555555553,75116,SFR,33.5,37.0,oui,oui,oui
0752700154,48.88972222222222,2.3377777777777777,75118,SFR,9.0,24.4,oui,oui,non
0752700155,48.88666666666666,2.3394444444444447,75118,SFR,20.0,23.0,oui,oui,non
0752700156,48.86416666666667,2.3897222222222223,75120,SFR,33.7,37.9,oui,oui,oui
0752700157,48.849444444444444,2.3875,75112,SFR,38.5,39.0,oui,oui,oui
0752700158,48.886944444444445,2.333055555555555,75118,SFR,30.1,31.0,oui,oui,oui
0752700159,48.84111111111111,2.3491666666666666,75105,SFR,28.9,30.0,oui,oui,oui
0752700160,48.83833333333334,2.381111111111111,75112,SFR,31.0,36.0,oui,oui,oui
0752700161,48.88027777777778,2.3016666666666663,75117,SFR,9.0,27.0,oui,oui,non
0752700162,48.85194444444445,2.3394444444444447,75106,SFR,24.4,30.0,oui,oui,oui
0752700163,48.88166666666667,2.317222222222222,75117,SFR,11.0,24.0,oui,oui,non
0752700164,48.88611111111111,2.339166666666667,75118,SFR,8.0,22.0,oui,oui,non
0752700166,48.86277777777778,2.3355555555555556,75101,SFR,27.5,28.3,oui,oui,oui
0752700167,48.85805555555556,2.3447222222222224,75101,SFR,25.3,26.0,oui,oui,oui
0752700168,48.863055555555555,2.3469444444444445,75101,SFR,30.2,33.0,oui,oui,oui
0752700170,48.85527777777778,2.358611111111111,75104,SFR,24.1,35.5,oui,oui,oui
0752700172,48.87166666666667,2.3483333333333336,75110,SFR,25.7,26.2,oui,oui,oui
0752700173,48.85722222222223,2.361388888888889,75104,SFR,28.7,29.5,oui,oui,oui
0752700174,48.86138888888889,2.3647222222222224,75103,SFR,22.2,23.0,oui,oui,oui
0752700175,48.86611111111111,2.365555555555556,75111,SFR,28.0,34.0,oui,oui,oui
0752700177,48.849444444444444,2.269722222222222,75116,SFR,36.4,37.4,oui,oui,oui
0752700178,48.84805555555556,2.2738888888888886,75116,SFR,36.0,41.0,oui,oui,oui
0752700179,48.8525,2.274722222222222,75116,SFR,29.3,31.0,oui,oui,oui
0752700180,48.86944444444445,2.290277777777778,75116,SFR,30.3,31.0,oui,oui,oui
0752700181,48.875277777777775,2.2941666666666665,75117,SFR,26.5,30.0,oui,oui,oui
0752700182,48.87555555555556,2.301388888888889,75108,SFR,37.8,41.1,oui,oui,oui
0752700183,48.8775,2.299722222222222,75108,SFR,33.3,34.0,oui,oui,oui
0752700184,48.88111111111111,2.3077777777777775,75117,SFR,27.5,28.6,oui,oui,oui
0752700185,48.85138888888889,2.3705555555555557,75112,SFR,44.0,45.0,oui,oui,oui
0752700187,48.85333333333333,2.3144444444444443,75107,SFR,29.2,30.0,oui,oui,oui
0752700188,48.8775,2.3138888888888887,75108,SFR,24.0,31.0,oui,oui,oui
0752700189,48.88333333333333,2.3144444444444443,75117,SFR,30.1,31.0,oui,oui,oui
0752700190,48.88472222222222,2.319444444444444,75117,SFR,26.8,28.1,oui,oui,oui
0752700191,48.8425,2.326944444444444,75114,SFR,31.9,33.0,oui,oui,non
0752700192,48.85,2.324722222222222,75106,SFR,30.4,32.0,oui,oui,oui
0752700193,48.85138888888889,2.3361111111111112,75106,SFR,27.7,29.6,oui,oui,oui
0752700194,48.84861111111111,2.3002777777777776,75115,SFR,31.1,32.0,oui,oui,oui
0752700195,48.8875,2.3030555555555554,75117,SFR,35.0,36.6,oui,oui,oui
0752700196,48.876111111111115,2.3299999999999996,75109,SFR,32.6,35.7,oui,oui,oui
0752700197,48.848333333333336,2.3397222222222225,75106,SFR,23.0,24.8,oui,oui,oui
0752700198,48.85333333333333,2.3361111111111112,75106,SFR,29.9,31.5,oui,oui,oui
0752700200,48.87833333333333,2.338611111111111,75109,SFR,28.9,30.0,oui,oui,oui
0752700201,48.882777777777775,2.341666666666667,75118,SFR,25.5,36.0,oui,oui,oui
0752700202,48.87777777777778,2.355,75110,SFR,27.0,27.7,oui,oui,oui
0752700203,48.88111111111111,2.3605555555555555,75110,SFR,34.5,35.5,oui,oui,oui
0752700204,48.88361111111111,2.3555555555555556,75110,SFR,34.1,37.3,oui,oui,oui
0752700205,48.864444444444445,2.3725,75111,SFR,32.8,33.0,oui,oui,oui
0752700206,48.87888888888889,2.2869444444444444,75117,SFR,27.0,34.0,oui,oui,oui
0752700209,48.85805555555556,2.2738888888888886,75116,SFR,29.7,30.7,oui,oui,oui
0752700210,48.828611111111115,2.326111111111111,75114,SFR,35.5,42.0,oui,oui,oui
0752700212,48.84055555555556,2.256388888888889,75116,SFR,32.8,35.0,oui,oui,oui
0752700214,48.842222222222226,2.2647222222222223,75116,SFR,29.7,35.8,oui,oui,oui
0752700215,48.840833333333336,2.2808333333333333,75115,SFR,40.0,42.0,oui,oui,oui
0752700216,48.846111111111114,2.2841666666666667,75115,SFR,36.7,40.0,oui,oui,oui
0752700217,48.87583333333333,2.3975,75119,SFR,32.0,32.0,oui,oui,oui
0752700218,48.830555555555556,2.295,75115,SFR,42.0,43.1,oui,oui,oui
0752700219,48.833333333333336,2.2877777777777775,75115,SFR,36.0,39.0,oui,oui,oui
0752700220,48.838055555555556,2.2880555555555553,75115,SFR,37.9,42.0,oui,oui,oui
0752700221,48.845,2.293611111111111,75115,SFR,38.6,40.2,oui,oui,oui
0752700222,48.82777777777778,2.3024999999999998,75115,SFR,42.7,43.9,oui,oui,oui
0752700223,48.831944444444446,2.305833333333333,75115,SFR,29.3,32.0,oui,oui,oui
0752700224,48.83305555555556,2.301111111111111,75115,SFR,31.5,33.0,oui,oui,oui
0752700225,48.838055555555556,2.3027777777777776,75115,SFR,33.2,42.0,oui,oui,oui
0752700226,48.84111111111111,2.3077777777777775,75115,SFR,30.7,33.0,oui,oui,oui
0752700227,48.84166666666667,2.4102777777777775,75112,SFR,31.2,36.0,oui,oui,oui
0752700228,48.886944444444445,2.3255555555555554,75117,SFR,28.0,30.1,oui,oui,non
0752700229,48.89083333333333,2.3066666666666666,75117,SFR,32.7,35.0,oui,oui,oui
0752700230,48.82472222222223,2.3138888888888887,75114,SFR,25.2,26.0,oui,oui,oui
0752700231,48.830555555555556,2.313055555555555,75114,SFR,52.0,52.0,oui,oui,oui
0752700232,48.830555555555556,2.3180555555555555,75114,SFR,41.1,45.0,oui,oui,oui
0752700233,48.83638888888889,2.319444444444444,75114,SFR,23.3,24.3,oui,oui,oui
0752700234,48.83833333333334,2.312777777777778,75115,SFR,28.0,28.7,oui,oui,oui
0752700235,48.89055555555556,2.3186111111111107,75117,SFR,35.0,35.0,oui,oui,oui
0752700236,48.89527777777778,2.3213888888888885,75117,SFR,23.1,28.1,oui,oui,oui
0752700237,48.82222222222222,2.333888888888889,75114,SFR,24.6,28.0,oui,oui,oui
0752700238,48.82361111111111,2.326111111111111,75114,SFR,39.1,41.3,oui,oui,oui
0752700239,48.82361111111111,2.3536111111111113,75113,SFR,25.8,28.0,oui,oui,oui
0752700240,48.83111111111111,2.3344444444444448,75114,SFR,24.8,26.3,oui,oui,oui
0752700242,48.85138888888889,2.2616666666666667,75116,SFR,34.3,38.9,oui,oui,oui
0752700243,48.85805555555556,2.2666666666666666,75116,SFR,34.9,38.0,oui,oui,oui
0752700244,48.84638888888889,2.3291666666666666,75106,SFR,35.0,35.0,oui,oui,oui
0752700245,48.825,2.3869444444444445,75113,SFR,20.5,34.0,oui,oui,oui
0752700246,48.830000000000005,2.3880555555555554,75112,SFR,36.0,38.0,oui,oui,oui
0752700247,48.84166666666667,2.385,75112,SFR,32.5,33.0,oui,oui,oui
0752700248,48.844722222222224,2.3775,75112,SFR,23.5,26.0,oui,oui,oui
0752700249,48.84583333333334,2.3819444444444446,75112,SFR,33.7,34.8,oui,oui,oui
0752700250,48.8575,2.383611111111111,75111,SFR,32.5,34.5,oui,oui,oui
0752700251,48.862500000000004,2.3775,75111,SFR,29.5,32.0,oui,oui,oui
0752700252,48.85416666666667,2.3775,75111,SFR,35.4,41.0,oui,oui,oui
0752700253,48.861111111111114,2.3830555555555555,75111,SFR,31.0,33.0,oui,non,non
0752700254,48.8675,2.3844444444444446,75120,SFR,35.8,38.0,oui,oui,oui
0752700255,48.86833333333333,2.379722222222222,75111,SFR,34.6,46.7,oui,oui,oui
0752700256,48.87638888888889,2.385,75119,SFR,40.1,43.0,oui,oui,oui
0752700257,48.87777777777778,2.3766666666666665,75119,SFR,17.0,21.0,oui,oui,non
0752700258,48.88333333333333,2.377222222222222,75119,SFR,39.0,40.0,oui,oui,oui
0752700259,48.88583333333333,2.386388888888889,75119,SFR,31.0,31.0,oui,oui,oui
0752700260,48.89111111111111,2.386111111111111,75119,SFR,47.4,49.4,oui,oui,oui
0752700261,48.89833333333333,2.3841666666666668,75119,SFR,42.6,50.0,oui,oui,oui
0752700262,48.834722222222226,2.3944444444444444,75112,SFR,43.0,44.0,oui,oui,oui
0752700263,48.839444444444446,2.3891666666666667,75112,SFR,24.5,29.0,oui,oui,oui
0752700264,48.8425,2.397222222222222,75112,SFR,27.7,29.0,oui,oui,oui
0752700265,48.844166666666666,2.3894444444444445,75112,SFR,34.3,34.5,oui,oui,oui
0752700266,48.849444444444444,2.395,75111,SFR,24.0,25.5,oui,oui,oui
0752700267,48.853611111111114,2.3894444444444445,75111,SFR,31.6,32.3,oui,oui,oui
0752700268,48.855555555555554,2.397222222222222,75120,SFR,40.5,42.6,oui,oui,non
0752700269,48.86694444444444,2.397777777777778,75120,SFR,27.2,29.0,oui,oui,oui
0752700270,48.87361111111111,2.3922222222222222,75120,SFR,46.2,48.0,oui,oui,oui
0752700271,48.83777777777778,2.361111111111111,75113,SFR,30.7,35.1,oui,oui,oui
0752700272,48.87972222222222,2.3986111111111112,75119,SFR,29.5,30.3,oui,oui,oui
0752700273,48.88333333333333,2.392777777777778,75119,SFR,42.4,43.0,oui,oui,oui
0752700274,48.836666666666666,2.408333333333333,75112,SFR,31.5,33.0,oui,oui,oui
0752700275,48.839444444444446,2.4052777777777776,75112,SFR,31.3,33.5,oui,oui,oui
0752700276,48.83861111111111,2.2716666666666665,75115,SFR,39.5,41.0,oui,oui,oui
0752700278,48.85583333333334,2.4094444444444445,75120,SFR,33.5,34.0,oui,oui,non
0752700279,48.859722222222224,2.4091666666666667,75120,SFR,36.7,38.2,oui,oui,oui
0752700280,48.863055555555555,2.4052777777777776,75120,SFR,26.1,31.8,oui,oui,oui
0752700281,48.8725,2.4080555555555554,75120,SFR,39.8,41.7,oui,oui,oui
0752700282,48.876111111111115,2.4119444444444444,75120,SFR,35.4,40.0,oui,oui,oui
0752700283,48.87777777777778,2.404722222222222,75119,SFR,31.0,43.0,oui,oui,oui
0752700284,48.89194444444444,2.326388888888889,75117,SFR,31.2,32.0,oui,oui,oui
0752700285,48.89722222222222,2.3277777777777775,75117,SFR,26.0,27.5,oui,oui,oui
0752700286,48.900277777777774,2.335,75118,SFR,33.7,37.0,oui,oui,oui
0752700287,48.821111111111115,2.345555555555556,75113,SFR,41.0,46.0,oui,oui,oui
0752700288,48.824444444444445,2.3419444444444446,75113,SFR,35.0,40.0,oui,oui,oui
0752700289,48.82611111111112,2.345555555555556,75113,SFR,32.0,51.0,oui,oui,oui
0752700290,48.831388888888895,2.3458333333333337,75113,SFR,32.0,37.5,oui,oui,oui
0752700291,48.89138888888889,2.3716666666666666,75119,SFR,38.7,39.0,oui,oui,oui
0752700292,48.83777777777778,2.338611111111111,75114,SFR,28.3,32.0,oui,oui,oui
0752700293,48.88666666666666,2.371111111111111,75119,SFR,49.0,50.9,oui,oui,oui
0752700294,48.84111111111111,2.3458333333333337,75105,SFR,28.5,31.0,oui,oui,oui
0752700295,48.84388888888889,2.345555555555556,75105,SFR,29.9,32.0,oui,oui,oui
0752700296,48.88,2.3705555555555557,75119,SFR,53.4,54.5,oui,oui,oui
0752700297,48.885555555555555,2.347777777777778,75118,SFR,30.1,34.0,oui,oui,oui
0752700298,48.87027777777778,2.3691666666666666,75110,SFR,23.1,25.0,oui,oui,oui
0752700299,48.89333333333333,2.3394444444444447,75118,SFR,26.0,27.0,oui,oui,oui
0752700301,48.894999999999996,2.3444444444444446,75118,SFR,27.2,28.0,oui,oui,oui
0752700302,48.84111111111111,2.363611111111111,75113,SFR,32.4,37.4,oui,oui,oui
0752700303,48.900555555555556,2.345555555555556,75118,SFR,31.9,35.7,oui,oui,oui
0752700305,48.83166666666667,2.3722222222222222,75113,SFR,26.7,27.4,oui,oui,oui
0752700306,48.82194444444445,2.3602777777777777,75113,SFR,39.0,41.0,oui,oui,oui
0752700307,48.87888888888889,2.317222222222222,75108,SFR,29.1,30.6,oui,oui,oui
0752700308,48.82611111111112,2.3608333333333333,75113,SFR,31.0,33.0,oui,oui,oui
0752700309,48.82805555555556,2.3508333333333336,75113,SFR,28.4,29.0,oui,oui,oui
0752700310,48.8325,2.359166666666667,75113,SFR,33.0,35.0,oui,oui,oui
0752700311,48.831944444444446,2.352777777777778,75113,SFR,31.6,39.0,oui,oui,oui
0752700312,48.81916666666667,2.3625000000000003,75113,SFR,26.8,27.5,oui,oui,oui
0752700313,48.89555555555555,2.3622222222222224,75118,SFR,28.6,29.3,oui,oui,oui
0752700314,48.89361111111111,2.3536111111111113,75118,SFR,42.7,45.1,oui,oui,oui
0752700315,48.89055555555556,2.358611111111111,75118,SFR,34.5,35.5,oui,oui,oui
0752700316,48.8425,2.352222222222222,75105,SFR,24.4,25.0,oui,oui,oui
0752700317,48.846111111111114,2.359166666666667,75105,SFR,28.0,40.0,oui,oui,oui
0752700318,48.85472222222222,2.3633333333333333,75104,SFR,23.8,24.9,oui,oui,oui
0752700319,48.88944444444444,2.293333333333333,75117,SFR,45.7,46.5,oui,oui,oui
0752700320,48.82638888888889,2.4650000000000003,75112,SFR,6.4,11.0,oui,oui,non
0752700321,48.82888888888889,2.3166666666666664,75114,SFR,33.4,35.2,oui,oui,non
0752700322,48.84166666666667,2.3016666666666663,75115,SFR,31.7,39.7,oui,oui,oui
0752700323,48.88055555555555,2.3344444444444448,75109,SFR,21.9,23.8,oui,oui,oui
0752700325,48.85638888888889,2.3713888888888888,75111,SFR,23.6,24.1,oui,oui,oui
0752700326,48.84638888888889,2.371111111111111,75112,SFR,25.0,37.0,oui,oui,oui
0752700327,48.84138888888889,2.3152777777777778,75115,SFR,25.3,27.3,oui,oui,oui
0752700329,48.88444444444444,2.341111111111111,75118,SFR,9.0,22.3,non,oui,non
0752700330,48.844722222222224,2.3205555555555555,75115,SFR,25.0,26.3,non,oui,oui
0752700331,48.855000000000004,2.399722222222222,75120,SFR,20.0,21.4,oui,oui,oui
0752700332,48.82,2.3375000000000004,75114,SFR,20.4,22.3,oui,oui,oui
0752700333,48.85805555555556,2.3894444444444445,75111,SFR,24.5,25.0,oui,oui,oui
0752700334,48.83888888888889,2.4,75112,SFR,24.5,25.0,oui,oui,oui
0752700335,48.84111111111111,2.2969444444444442,75115,SFR,31.4,32.0,oui,oui,oui
0752700336,48.869166666666665,2.4052777777777776,75120,SFR,27.7,31.1,oui,oui,oui
0752700337,48.87222222222222,2.3175,75108,SFR,35.7,45.0,oui,oui,oui
0752700338,48.89222222222222,2.3622222222222224,75118,SFR,21.6,25.0,oui,oui,oui
0752700339,48.88583333333333,2.3358333333333334,75118,SFR,24.2,25.0,oui,oui,oui
0752700340,48.85,2.4125,75120,SFR,36.8,38.9,oui,oui,oui
0752700342,48.885,2.2991666666666664,75117,SFR,24.6,26.2,oui,oui,oui
0752700343,48.8325,2.3294444444444444,75114,SFR,29.0,30.7,oui,oui,oui
0752700344,48.85416666666667,2.3497222222222223,75104,SFR,21.9,26.0,oui,oui,oui
0752700345,48.84444444444445,2.3730555555555557,75112,SFR,30.5,40.5,oui,oui,oui
0752700346,48.864444444444445,2.2716666666666665,75116,SFR,31.0,34.0,oui,oui,oui
0752700347,48.85138888888889,2.3102777777777774,75107,SFR,24.0,24.8,non,oui,oui
0752700348,48.88472222222222,2.3080555555555553,75117,SFR,20.0,29.4,oui,oui,oui
0752700349,48.84777777777778,2.296111111111111,75115,SFR,22.5,24.0,oui,oui,oui
0752700350,48.837500000000006,2.345277777777778,75113,SFR,28.2,29.0,oui,oui,oui
0752700351,48.849722222222226,2.3530555555555557,75105,SFR,9.1,24.0,oui,oui,oui
0752700352,48.87833333333333,2.3333333333333335,75109,SFR,36.0,39.5,oui,oui,oui
0752700353,48.83111111111111,2.365,75113,SFR,32.5,33.5,non,oui,oui
0752700354,48.837500000000006,2.262777777777778,75116,SFR,30.9,31.4,oui,oui,oui
0752700355,48.85583333333334,2.339166666666667,75106,SFR,22.3,24.3,non,oui,oui
0752700356,48.88305555555556,2.3202777777777777,75117,SFR,29.5,31.0,oui,oui,oui
0752700357,48.88333333333333,2.365277777777778,75110,SFR,20.7,22.4,oui,oui,oui
0752700358,48.85861111111111,2.3097222222222222,75107,SFR,24.7,27.3,oui,oui,oui
0752700359,48.86972222222222,2.363611111111111,75110,SFR,23.5,25.0,non,oui,oui
0752700360,48.87861111111111,2.3208333333333333,75108,SFR,29.6,30.8,oui,oui,oui
0752700361,48.82805555555556,2.367777777777778,75113,SFR,41.4,42.0,oui,oui,oui
0752700362,48.87027777777778,2.345277777777778,75102,SFR,25.0,26.5,non,oui,oui
0752700363,48.876666666666665,2.357222222222222,75110,SFR,28.4,33.0,oui,oui,oui
0752700364,48.84388888888889,2.263611111111111,75116,SFR,25.7,26.4,oui,oui,oui
0752700365,48.8525,2.3605555555555555,75104,SFR,22.7,23.0,oui,oui,oui
0752700366,48.86416666666667,2.3633333333333333,75103,SFR,27.9,30.0,oui,oui,oui
0752700367,48.87833333333333,2.3041666666666667,75108,SFR,26.9,28.0,oui,oui,oui
0752700368,48.867222222222225,2.2880555555555553,75116,SFR,25.1,28.6,non,oui,oui
0752700369,48.85027777777778,2.3188888888888886,75107,SFR,16.8,18.6,oui,oui,oui
0752700370,48.830555555555556,2.3383333333333334,75114,SFR,29.0,33.4,oui,oui,oui
0752700371,48.86555555555556,2.2955555555555556,75116,SFR,20.7,22.4,oui,oui,oui
0752700372,48.8325,2.3991666666666664,75112,SFR,25.5,26.5,oui,oui,oui
0752700373,48.83861111111111,2.2938888888888886,75115,SFR,28.4,29.0,oui,oui,oui
0752700374,48.82416666666667,2.329722222222222,75114,SFR,27.6,32.0,oui,oui,oui
0752700375,48.855000000000004,2.3691666666666666,75111,SFR,23.9,25.3,oui,oui,oui
0752700376,48.843333333333334,2.3066666666666666,75115,SFR,23.9,25.2,oui,oui,oui
0752700377,48.871944444444445,2.2844444444444445,75116,SFR,29.6,32.1,oui,oui,oui
0752700378,48.86888888888889,2.354722222222222,75103,SFR,27.1,28.2,oui,oui,oui
0752700380,48.87138888888889,2.3372222222222225,75102,SFR,31.3,33.9,oui,oui,oui
0752700381,48.87444444444444,2.3544444444444443,75110,SFR,24.4,26.7,oui,oui,oui
0752700382,48.87444444444444,2.3313888888888887,75109,SFR,23.1,23.9,oui,oui,oui
0752700383,48.8725,2.297222222222222,75108,SFR,25.1,26.0,oui,oui,oui
0752700384,48.84305555555556,2.3299999999999996,75106,SFR,29.9,30.9,oui,oui,oui
0752700385,48.870555555555555,2.2783333333333333,75116,SFR,28.0,31.4,oui,oui,oui
0752700386,48.88861111111111,2.3230555555555554,75117,SFR,27.9,28.0,oui,oui,oui
0752700387,48.87166666666667,2.3066666666666666,75108,SFR,28.7,29.5,oui,oui,oui
0752700388,48.85166666666667,2.343611111111111,75105,SFR,25.1,29.5,oui,oui,oui
0752700389,48.87083333333334,2.2877777777777775,75116,SFR,29.0,31.0,oui,oui,oui
0752700390,48.845,2.3422222222222224,75105,SFR,24.7,25.2,oui,oui,oui
0752700391,48.88055555555555,2.4077777777777776,75119,SFR,29.4,31.6,oui,oui,oui
0752700392,48.86055555555556,2.343055555555556,75101,SFR,23.3,24.5,oui,oui,oui
0752700393,48.88,2.343888888888889,75109,SFR,10.4,27.0,oui,oui,oui
0752700394,48.83638888888889,2.3119444444444444,75115,SFR,37.3,40.6,non,oui,oui
0752700395,48.846944444444446,2.343055555555556,75105,SFR,26.5,30.0,oui,oui,oui
0752700396,48.86944444444445,2.3516666666666666,75102,SFR,27.1,30.0,oui,oui,oui
0752700397,48.86611111111111,2.334166666666667,75101,SFR,26.7,27.2,oui,oui,oui
0752700398,48.85944444444445,2.301111111111111,75107,SFR,27.9,32.5,oui,oui,oui
0752700399,48.885555555555555,2.3163888888888886,75117,SFR,27.6,31.0,oui,oui,oui
0752700400,48.85805555555556,2.3775,75111,SFR,22.0,23.0,oui,oui,oui
0752700401,48.853611111111114,2.2888888888888888,75115,SFR,50.4,54.0,oui,oui,oui
0752700402,48.87277777777778,2.3049999999999997,75108,SFR,27.5,38.0,oui,oui,oui
0752700403,48.87694444444445,2.290277777777778,75117,SFR,26.3,26.4,non,oui,oui
0752700406,48.83416666666667,2.3336111111111113,75114,SFR,23.3,26.0,non,oui,oui
0752700408,48.84722222222222,2.3697222222222223,75112,SFR,27.9,29.4,non,oui,oui
0752700410,48.83388888888889,2.294722222222222,75115,SFR,24.7,25.5,oui,oui,oui
0752700411,48.87416666666667,2.2805555555555554,75116,SFR,27.4,27.9,oui,oui,oui
0752700412,48.87722222222222,2.2675,75116,SFR,36.5,42.0,oui,oui,oui
0752700413,48.87722222222222,2.408888888888889,75120,SFR,4.3,5.8,oui,oui,oui
0752700414,48.87305555555555,2.4122222222222223,75120,SFR,4.3,6.0,oui,oui,non
0752700415,48.88611111111111,2.285833333333333,75117,SFR,28.4,32.0,oui,oui,oui
0752700416,48.84305555555556,2.2597222222222224,75116,SFR,23.8,25.2,oui,oui,oui
0752700417,48.86694444444444,2.3080555555555553,75108,SFR,38.6,49.4,oui,oui,oui
0752700418,48.86083333333333,2.2675,75116,SFR,27.2,32.5,oui,oui,oui
0752700419,48.870555555555555,2.3294444444444444,75109,SFR,27.7,32.7,oui,oui,oui
0752700420,48.87166666666667,2.3333333333333335,75109,SFR,23.7,26.3,oui,oui,oui
0752700421,48.87027777777778,2.32,75108,SFR,35.0,38.5,non,oui,non
0752700423,48.888888888888886,2.3444444444444446,75118,SFR,10.8,30.3,non,oui,non
0752700425,48.846944444444446,2.3066666666666666,75115,SFR,28.0,29.5,oui,oui,oui
0752700427,48.85111111111111,2.2780555555555555,75116,SFR,24.3,25.6,non,oui,oui
0752700428,48.867222222222225,2.345277777777778,75102,SFR,24.5,25.5,non,oui,non
0752700430,48.82972222222222,2.4522222222222223,75112,SFR,19.4,20.0,oui,oui,oui
0752700431,48.89972222222222,2.328611111111111,75117,SFR,34.3,36.6,oui,oui,oui
0752700432,48.84,2.375277777777778,75112,SFR,17.9,19.0,oui,oui,oui
0752700433,48.848333333333336,2.248888888888889,75116,SFR,3.8,7.3,oui,oui,non
0752700434,48.85944444444445,2.336388888888889,75101,SFR,5.0,6.8,oui,oui,non
0752701302,48.876666666666665,2.3216666666666663,75108,SFR,6.0,20.0,oui,oui,non
0752701303,48.87277777777778,2.292222222222222,75116,SFR,9.0,25.0,oui,oui,non
0752701305,48.87416666666667,2.2827777777777776,75116,SFR,6.5,11.5,oui,oui,non
0752701309,48.865833333333335,2.3569444444444447,75103,SFR,26.2,26.6,oui,oui,oui
0752701310,48.894999999999996,2.328333333333333,75118,SFR,11.0,20.0,oui,oui,non
0752701311,48.875277777777775,2.2891666666666666,75116,SFR,12.8,23.0,oui,oui,non
0752701313,48.83888888888889,2.2625,75116,SFR,30.7,34.0,oui,oui,non
